loyalty_id,customer_id,booking_id,transaction_date,miles_earned,miles_redeemed,activity_type
LOY0004979,CUST0219,BKG003284,2024-11-23,1160,0,flight
LOY0004980,CUST0219,BKG003500,2024-12-11,348,174,flight
LOY0004981,CUST0219,BKG004427,2024-11-27,1994,1994,flight
LOY0004982,CUST0219,BKG004567,2024-11-29,276,138,flight
LOY0004983,CUST0219,BKG004670,2024-12-06,434,0,partner_hotel
LOY0004984,CUST0219,BKG004857,2024-12-12,890,445,flight
LOY0004985,CUST0219,BKG004929,2024-12-05,450,0,flight
LOY0004986,CUST0219,BKG005369,2024-12-05,226,0,flight
LOY0004987,CUST0219,BKG005440,2024-12-13,2280,0,flight
LOY0004988,CUST0219,BKG005468,2024-12-29,496,0,bonus_campaign
LOY0004989,CUST0219,BKG005937,2024-11-26,2904,1452,partner_hotel
LOY0004990,CUST0219,BKG006174,2024-12-23,634,317,bonus_campaign
LOY0004991,CUST0219,BKG006800,2025-01-12,6036,3018,flight
LOY0004992,CUST0219,BKG007390,2024-12-17,2592,0,flight
LOY0004993,CUST0219,BKG007848,2024-12-22,753,0,partner_hotel
LOY0004994,CUST0219,BKG008240,2025-01-18,1550,0,flight
LOY0004995,CUST0219,BKG008515,2024-11-29,1765,882,partner_hotel
LOY0004996,CUST0219,BKG008950,2025-01-08,3077,3077,flight
LOY0004997,CUST0219,BKG009191,2024-11-26,504,252,bonus_campaign
LOY0004998,CUST0219,BKG009840,2025-01-02,538,0,flight
LOY0004999,CUST0219,BKG009878,2024-12-29,5109,5109,flight
LOY0005000,CUST0219,BKG009988,2024-12-11,273,0,partner_hotel
LOY0005001,CUST0219,BKG010225,2025-01-13,417,0,flight
LOY0005002,CUST0219,BKG010401,2024-12-02,1151,0,flight
LOY0005003,CUST0219,BKG010907,2024-12-28,453,453,flight
LOY0005004,CUST0219,BKG011358,2024-12-06,4212,0,flight
LOY0005005,CUST0219,BKG011474,2025-01-24,4104,2052,flight
LOY0005006,CUST0220,BKG000153,2024-12-06,1756,0,partner_hotel
LOY0005007,CUST0220,BKG000397,2024-12-13,540,0,partner_hotel
LOY0005008,CUST0220,BKG000576,2024-11-29,5074,2537,flight
LOY0005009,CUST0220,BKG000913,2024-11-07,2632,1316,flight
LOY0005010,CUST0220,BKG000970,2024-11-17,1156,578,flight
LOY0005011,CUST0220,BKG001037,2024-12-23,19027,0,flight
LOY0005012,CUST0220,BKG001113,2024-12-21,623,311,flight
LOY0005013,CUST0220,BKG001331,2024-11-05,2440,0,flight
LOY0005014,CUST0220,BKG001710,2024-12-02,1908,0,partner_hotel
LOY0005015,CUST0220,BKG002013,2025-01-03,550,0,flight
LOY0005016,CUST0220,BKG002306,2024-11-14,656,0,flight
LOY0005017,CUST0220,BKG002824,2024-12-19,1560,1560,partner_hotel
LOY0005018,CUST0220,BKG003362,2024-12-20,12928,0,flight
LOY0005019,CUST0220,BKG003464,2024-12-12,928,928,partner_hotel
LOY0005020,CUST0220,BKG003940,2024-12-09,2937,2937,flight
LOY0005021,CUST0220,BKG003948,2024-11-24,951,951,flight
LOY0005022,CUST0220,BKG003998,2024-12-29,837,0,flight
LOY0005023,CUST0220,BKG004098,2024-12-29,11059,5529,flight
LOY0005024,CUST0220,BKG004253,2024-12-07,391,0,partner_hotel
LOY0005025,CUST0220,BKG004271,2024-12-02,334,167,flight
LOY0005026,CUST0220,BKG004547,2024-12-30,364,0,flight
LOY0005027,CUST0220,BKG005156,2024-11-16,652,0,flight
LOY0005028,CUST0220,BKG005524,2025-01-03,1902,0,partner_hotel
LOY0005029,CUST0220,BKG006013,2024-12-18,2060,1030,flight
LOY0005030,CUST0220,BKG006412,2025-01-11,1570,0,flight
LOY0005031,CUST0220,BKG006776,2024-12-15,3861,1930,flight
LOY0005032,CUST0220,BKG007115,2024-11-30,2166,0,bonus_campaign
LOY0005033,CUST0220,BKG007149,2024-12-18,1165,582,partner_hotel
LOY0005034,CUST0220,BKG007374,2025-01-10,758,379,flight
LOY0005035,CUST0220,BKG007745,2025-01-05,1505,0,flight
LOY0005036,CUST0220,BKG008395,2025-01-11,1350,0,flight
LOY0005037,CUST0220,BKG008458,2024-11-30,1087,543,flight
LOY0005038,CUST0220,BKG008482,2024-11-26,438,438,bonus_campaign
LOY0005039,CUST0220,BKG008663,2024-12-06,353,0,flight
LOY0005040,CUST0220,BKG008855,2025-01-22,504,0,flight
LOY0005041,CUST0220,BKG009506,2025-01-15,363,0,flight
LOY0005042,CUST0220,BKG009753,2025-01-15,2587,0,flight
LOY0005043,CUST0220,BKG010447,2025-01-06,2556,0,flight
LOY0005044,CUST0220,BKG010975,2025-01-15,5156,2578,flight
LOY0005045,CUST0220,BKG011385,2025-01-28,3495,0,flight
LOY0005046,CUST0220,BKG011435,2025-01-28,1552,0,flight
LOY0005047,CUST0223,BKG000381,2024-12-26,1295,0,flight
LOY0005048,CUST0223,BKG000447,2024-11-29,2956,0,flight
LOY0005049,CUST0223,BKG000547,2024-11-19,438,0,bonus_campaign
LOY0005050,CUST0223,BKG000655,2024-11-19,10284,0,bonus_campaign
LOY0005051,CUST0223,BKG000835,2024-12-19,489,489,partner_hotel
LOY0005052,CUST0223,BKG001062,2024-12-26,1887,0,partner_hotel
LOY0005053,CUST0223,BKG001264,2024-12-04,642,0,flight
LOY0005054,CUST0223,BKG001786,2024-11-26,885,0,flight
LOY0005055,CUST0223,BKG002058,2024-12-08,1540,0,flight
LOY0005056,CUST0223,BKG002238,2024-12-29,999,0,flight
LOY0005057,CUST0223,BKG002623,2024-11-20,993,496,flight
LOY0005058,CUST0223,BKG002647,2024-11-10,1300,0,partner_hotel
LOY0005059,CUST0223,BKG002818,2024-11-14,405,405,flight
LOY0005060,CUST0223,BKG002918,2024-11-27,510,0,flight
LOY0005061,CUST0223,BKG003018,2024-12-26,2019,1009,partner_hotel
LOY0005062,CUST0223,BKG003882,2024-11-26,3175,3175,flight
LOY0005063,CUST0223,BKG004073,2024-12-11,681,340,flight
LOY0005064,CUST0223,BKG004505,2024-12-14,1047,0,flight
LOY0005065,CUST0223,BKG004953,2024-11-27,764,0,flight
LOY0005066,CUST0223,BKG005191,2024-11-21,1060,1060,flight
LOY0005067,CUST0223,BKG005236,2025-01-03,3005,0,flight
LOY0005068,CUST0223,BKG005509,2024-11-16,877,438,partner_hotel
LOY0005069,CUST0223,BKG005665,2024-11-24,420,210,flight
LOY0005070,CUST0223,BKG005787,2024-12-26,770,0,partner_hotel
LOY0005071,CUST0223,BKG005864,2025-01-01,1439,0,flight
LOY0005072,CUST0223,BKG005933,2024-12-17,2316,0,flight
LOY0005073,CUST0223,BKG006006,2024-12-21,5180,2590,flight
LOY0005074,CUST0223,BKG006048,2024-11-29,1964,0,flight
LOY0005075,CUST0223,BKG006219,2024-11-18,1100,0,flight
LOY0005076,CUST0223,BKG006287,2025-01-15,684,0,flight
LOY0005077,CUST0223,BKG006347,2025-01-04,558,279,flight
LOY0005078,CUST0223,BKG006610,2024-12-06,1520,0,flight
LOY0005079,CUST0223,BKG007229,2025-01-12,1231,1231,flight
LOY0005080,CUST0223,BKG007342,2024-12-12,891,445,flight
LOY0005081,CUST0223,BKG007403,2025-01-08,900,450,flight
LOY0005082,CUST0223,BKG007625,2024-12-03,2803,2803,bonus_campaign
LOY0005083,CUST0223,BKG007650,2024-12-23,576,0,flight
LOY0005084,CUST0223,BKG008189,2024-11-27,1350,675,flight
LOY0005085,CUST0223,BKG008725,2025-01-11,5616,0,flight
LOY0005086,CUST0223,BKG009086,2025-01-12,3976,1988,flight
LOY0005087,CUST0223,BKG009889,2024-12-18,1872,0,flight
LOY0005088,CUST0223,BKG009899,2024-12-28,5256,0,flight
LOY0005089,CUST0223,BKG009920,2025-01-09,824,0,flight
LOY0005090,CUST0223,BKG009947,2024-12-29,438,0,flight
LOY0005091,CUST0223,BKG010074,2025-01-18,506,253,flight
LOY0005092,CUST0223,BKG010242,2025-01-04,1870,935,partner_hotel
LOY0005093,CUST0223,BKG010265,2025-01-14,2619,1309,partner_hotel
LOY0005094,CUST0223,BKG010346,2025-01-12,1692,846,flight
LOY0005095,CUST0223,BKG010546,2024-12-20,2504,1252,flight
LOY0005096,CUST0225,BKG000238,2024-12-31,1008,1008,flight
LOY0005097,CUST0225,BKG000384,2024-11-26,814,0,flight
LOY0005098,CUST0225,BKG002075,2024-12-19,764,382,flight
LOY0005099,CUST0225,BKG002114,2024-12-21,2112,0,flight
LOY0005100,CUST0225,BKG002275,2024-12-01,1267,0,bonus_campaign
LOY0005101,CUST0225,BKG002430,2024-11-13,711,0,partner_hotel
LOY0005102,CUST0225,BKG002930,2025-01-05,3803,0,flight
LOY0005103,CUST0225,BKG002975,2024-12-12,4041,2020,flight
LOY0005104,CUST0225,BKG003383,2024-11-15,850,0,partner_hotel
LOY0005105,CUST0225,BKG003547,2024-12-01,2332,1166,flight
LOY0005106,CUST0225,BKG004487,2024-12-23,620,310,flight
LOY0005107,CUST0225,BKG004671,2024-11-29,1764,0,flight
LOY0005108,CUST0225,BKG004704,2025-01-01,1704,0,flight
LOY0005109,CUST0225,BKG004740,2024-11-27,1256,0,flight
LOY0005110,CUST0225,BKG004909,2024-12-12,542,0,flight
LOY0005111,CUST0225,BKG004940,2024-12-11,1472,736,flight
LOY0005112,CUST0225,BKG005892,2024-11-30,2023,0,flight
LOY0005113,CUST0225,BKG006333,2024-12-08,3726,0,partner_hotel
LOY0005114,CUST0225,BKG006892,2025-01-02,810,0,bonus_campaign
LOY0005115,CUST0225,BKG006922,2024-12-15,831,0,flight
LOY0005116,CUST0225,BKG008043,2024-12-26,984,0,flight
LOY0005117,CUST0225,BKG009620,2024-12-27,615,0,flight
LOY0005118,CUST0225,BKG009777,2025-01-21,2916,2916,flight
LOY0005119,CUST0225,BKG010086,2024-12-10,963,0,flight
LOY0005120,CUST0225,BKG010885,2024-12-16,772,386,flight
LOY0005121,CUST0225,BKG011040,2024-12-06,1368,0,flight
LOY0005122,CUST0225,BKG011344,2024-12-04,1774,887,partner_hotel
LOY0005123,CUST0226,BKG000067,2024-11-15,1321,0,flight
LOY0005124,CUST0226,BKG000070,2024-11-30,972,972,flight
LOY0005125,CUST0226,BKG000276,2024-11-16,17856,0,flight
LOY0005126,CUST0226,BKG000332,2024-12-01,923,923,flight
LOY0005127,CUST0226,BKG000544,2024-12-05,840,840,flight
LOY0005128,CUST0226,BKG001263,2024-12-19,1391,1391,partner_hotel
LOY0005129,CUST0226,BKG001527,2024-11-08,987,0,flight
LOY0005130,CUST0226,BKG001684,2024-11-07,934,467,flight
LOY0005131,CUST0226,BKG002163,2024-12-14,1350,0,partner_hotel
LOY0005132,CUST0226,BKG002717,2024-12-12,1192,0,bonus_campaign
LOY0005133,CUST0226,BKG002775,2024-12-01,1404,0,bonus_campaign
LOY0005134,CUST0226,BKG002927,2024-12-20,1946,0,flight
LOY0005135,CUST0226,BKG003147,2024-11-23,753,376,flight
LOY0005136,CUST0226,BKG003233,2024-11-27,2360,0,flight
LOY0005137,CUST0226,BKG003321,2024-11-17,996,0,bonus_campaign
LOY0005138,CUST0226,BKG003468,2024-11-13,902,451,flight
LOY0005139,CUST0226,BKG004224,2025-01-05,369,0,flight
LOY0005140,CUST0226,BKG004258,2024-11-26,1095,0,flight
LOY0005141,CUST0226,BKG004674,2024-12-26,1365,0,flight
LOY0005142,CUST0226,BKG005103,2024-11-19,987,0,flight
LOY0005143,CUST0226,BKG005130,2025-01-11,2000,1000,flight
LOY0005144,CUST0226,BKG005283,2024-12-23,1690,845,flight
LOY0005145,CUST0226,BKG005409,2025-01-05,1440,720,flight
LOY0005146,CUST0226,BKG005686,2024-11-25,1540,0,flight
LOY0005147,CUST0226,BKG006102,2025-01-06,859,429,flight
LOY0005148,CUST0226,BKG006106,2024-12-02,612,306,flight
LOY0005149,CUST0226,BKG006378,2024-11-18,6616,0,flight
LOY0005150,CUST0226,BKG006782,2024-12-03,2196,2196,flight
LOY0005151,CUST0226,BKG006913,2025-01-09,566,283,partner_hotel
LOY0005152,CUST0226,BKG007011,2025-01-15,774,0,bonus_campaign
LOY0005153,CUST0226,BKG007170,2025-01-08,3775,0,flight
LOY0005154,CUST0226,BKG007198,2025-01-12,1008,504,flight
LOY0005155,CUST0226,BKG007274,2024-11-21,454,0,partner_hotel
LOY0005156,CUST0226,BKG007550,2024-12-24,2085,2085,flight
LOY0005157,CUST0226,BKG007776,2024-12-13,1359,0,flight
LOY0005158,CUST0226,BKG008013,2024-11-24,625,312,partner_hotel
LOY0005159,CUST0226,BKG008226,2024-12-14,1680,0,flight
LOY0005160,CUST0226,BKG008336,2024-12-08,4928,0,flight
LOY0005161,CUST0226,BKG008352,2024-12-02,440,0,flight
LOY0005162,CUST0226,BKG008696,2024-12-14,1056,0,partner_hotel
LOY0005163,CUST0226,BKG008719,2025-01-01,3820,1910,flight
LOY0005164,CUST0226,BKG008751,2025-01-01,2008,1004,flight
LOY0005165,CUST0226,BKG008881,2025-01-06,914,0,flight
LOY0005166,CUST0226,BKG009397,2024-11-26,1095,547,flight
LOY0005167,CUST0226,BKG009569,2024-12-10,902,0,flight
LOY0005168,CUST0226,BKG009790,2025-01-01,4063,0,bonus_campaign
LOY0005169,CUST0227,BKG000088,2024-11-19,537,268,bonus_campaign
LOY0005170,CUST0227,BKG000239,2024-11-16,3053,0,flight
LOY0005171,CUST0227,BKG000549,2024-11-19,639,319,bonus_campaign
LOY0005172,CUST0227,BKG001110,2024-12-14,2086,0,flight
LOY0005173,CUST0227,BKG001355,2024-11-06,1615,0,flight
LOY0005174,CUST0227,BKG001503,2024-11-07,1545,0,flight
LOY0005175,CUST0227,BKG001814,2024-12-10,3715,0,flight
LOY0005176,CUST0227,BKG002199,2024-11-17,8752,0,partner_hotel
LOY0005177,CUST0227,BKG002457,2024-11-23,742,0,bonus_campaign
LOY0005178,CUST0227,BKG002736,2024-12-26,976,0,bonus_campaign
LOY0005179,CUST0227,BKG002921,2024-11-13,1755,0,flight
LOY0005180,CUST0227,BKG003104,2024-11-14,400,0,bonus_campaign
LOY0005181,CUST0227,BKG003165,2024-11-30,499,0,flight
LOY0005182,CUST0227,BKG003380,2024-11-16,1143,571,flight
LOY0005183,CUST0227,BKG003570,2025-01-05,865,0,flight
LOY0005184,CUST0227,BKG004187,2024-12-30,729,364,flight
LOY0005185,CUST0227,BKG004318,2024-12-22,1415,707,flight
LOY0005186,CUST0227,BKG004769,2024-11-28,640,640,flight
LOY0005187,CUST0227,BKG005895,2024-11-22,642,642,flight
LOY0005188,CUST0227,BKG005921,2024-12-14,3571,1785,bonus_campaign
LOY0005189,CUST0227,BKG006213,2025-01-03,1570,785,flight
LOY0005190,CUST0227,BKG006376,2024-12-21,4095,0,flight
LOY0005191,CUST0227,BKG006639,2024-12-28,444,444,flight
LOY0005192,CUST0227,BKG006755,2025-01-11,6624,0,flight
LOY0005193,CUST0227,BKG007167,2024-12-21,4256,0,flight
LOY0005194,CUST0227,BKG007176,2024-12-23,1147,0,flight
LOY0005195,CUST0227,BKG007297,2024-12-30,531,0,partner_hotel
LOY0005196,CUST0227,BKG007598,2024-12-23,1795,0,flight
LOY0005197,CUST0227,BKG007777,2024-12-29,1418,709,flight
LOY0005198,CUST0227,BKG007789,2024-12-02,637,0,flight
LOY0005199,CUST0227,BKG007792,2024-12-19,1755,0,flight
LOY0005200,CUST0227,BKG007858,2025-01-16,555,277,flight
LOY0005201,CUST0227,BKG007897,2025-01-02,621,0,flight
LOY0005202,CUST0227,BKG008010,2024-12-27,471,0,flight
LOY0005203,CUST0227,BKG008150,2024-12-28,891,0,flight
LOY0005204,CUST0227,BKG008207,2024-12-10,1086,0,flight
LOY0005205,CUST0227,BKG008330,2025-01-16,9984,0,flight
LOY0005206,CUST0227,BKG008400,2024-12-17,2250,2250,flight
LOY0005207,CUST0227,BKG008753,2025-01-07,750,0,partner_hotel
LOY0005208,CUST0227,BKG008848,2025-01-11,369,0,flight
LOY0005209,CUST0227,BKG008978,2024-12-02,948,0,flight
LOY0005210,CUST0227,BKG009247,2024-12-09,455,227,flight
LOY0005211,CUST0227,BKG009961,2024-12-16,3261,0,flight
LOY0005212,CUST0227,BKG009987,2025-01-14,698,349,bonus_campaign
LOY0005213,CUST0227,BKG010097,2024-11-29,688,0,flight
LOY0005214,CUST0227,BKG010130,2024-12-18,987,0,flight
LOY0005215,CUST0227,BKG010683,2025-01-09,969,0,partner_hotel
LOY0005216,CUST0227,BKG010754,2024-12-29,265,0,partner_hotel
LOY0005217,CUST0227,BKG010758,2024-12-29,678,0,flight
LOY0005218,CUST0227,BKG010769,2024-12-19,375,375,flight
LOY0005219,CUST0227,BKG010942,2024-12-07,442,221,flight
LOY0005220,CUST0228,BKG000091,2024-12-01,890,445,partner_hotel
LOY0005221,CUST0228,BKG000369,2024-11-03,2000,0,bonus_campaign
LOY0005222,CUST0228,BKG000941,2024-11-23,904,0,partner_hotel
LOY0005223,CUST0228,BKG001127,2024-12-19,1858,1858,flight
LOY0005224,CUST0228,BKG001485,2024-11-16,2181,1090,flight
LOY0005225,CUST0228,BKG002323,2024-12-20,891,0,flight
LOY0005226,CUST0228,BKG003151,2024-12-27,456,228,flight
LOY0005227,CUST0228,BKG003385,2024-12-31,1663,831,flight
LOY0005228,CUST0228,BKG003520,2024-11-21,567,0,partner_hotel
LOY0005229,CUST0228,BKG003585,2025-01-07,840,0,bonus_campaign
LOY0005230,CUST0228,BKG004022,2024-11-19,810,0,bonus_campaign
LOY0005231,CUST0228,BKG004046,2024-11-25,634,0,flight
LOY0005232,CUST0228,BKG004384,2024-11-26,795,795,partner_hotel
LOY0005233,CUST0228,BKG004499,2024-12-25,2076,0,flight
LOY0005234,CUST0228,BKG004621,2024-12-07,471,471,bonus_campaign
LOY0005235,CUST0228,BKG004754,2024-12-28,918,459,flight
LOY0005236,CUST0228,BKG005104,2024-11-27,440,220,bonus_campaign
LOY0005237,CUST0228,BKG005600,2024-12-17,795,0,bonus_campaign
LOY0005238,CUST0228,BKG006998,2025-01-10,1590,0,flight
LOY0005239,CUST0228,BKG007221,2024-12-21,950,0,flight
LOY0005240,CUST0228,BKG007277,2024-12-02,1255,0,flight
LOY0005241,CUST0228,BKG007336,2024-12-12,1784,0,partner_hotel
LOY0005242,CUST0228,BKG007977,2024-11-28,2256,2256,flight
LOY0005243,CUST0228,BKG008974,2024-12-28,677,338,bonus_campaign
LOY0005244,CUST0228,BKG009902,2024-11-29,7838,0,flight
LOY0005245,CUST0228,BKG010278,2025-01-13,2575,1287,partner_hotel
LOY0005246,CUST0228,BKG010477,2025-01-18,1570,0,bonus_campaign
LOY0005247,CUST0228,BKG010606,2024-12-15,864,0,flight
LOY0005248,CUST0228,BKG010986,2024-12-13,11210,5605,flight
LOY0005249,CUST0228,BKG011160,2025-01-12,495,0,flight
LOY0005250,CUST0228,BKG011173,2025-01-11,1215,0,flight
LOY0005251,CUST0229,BKG000150,2024-12-21,750,375,flight
LOY0005252,CUST0229,BKG000295,2024-12-24,8478,0,flight
LOY0005253,CUST0229,BKG000807,2024-11-22,297,0,flight
LOY0005254,CUST0229,BKG000829,2024-11-07,371,0,bonus_campaign
LOY0005255,CUST0229,BKG001025,2025-01-01,577,0,flight
LOY0005256,CUST0229,BKG001152,2024-12-18,447,0,partner_hotel
LOY0005257,CUST0229,BKG001448,2024-12-15,4554,2277,bonus_campaign
LOY0005258,CUST0229,BKG001576,2024-12-08,332,166,flight
LOY0005259,CUST0229,BKG001716,2024-11-20,2100,1050,flight
LOY0005260,CUST0229,BKG002106,2024-12-13,1720,0,flight
LOY0005261,CUST0229,BKG002140,2024-11-30,605,0,flight
LOY0005262,CUST0229,BKG002224,2024-12-01,3135,0,flight
LOY0005263,CUST0229,BKG002868,2024-12-06,1670,0,flight
LOY0005264,CUST0229,BKG003312,2024-12-27,990,495,partner_hotel
LOY0005265,CUST0229,BKG003344,2024-12-18,7668,0,flight
LOY0005266,CUST0229,BKG004075,2024-12-25,1593,0,flight
LOY0005267,CUST0229,BKG004335,2024-12-13,1129,1129,flight
LOY0005268,CUST0229,BKG005534,2025-01-12,1453,0,bonus_campaign
LOY0005269,CUST0229,BKG005569,2024-12-15,1195,597,partner_hotel
LOY0005270,CUST0229,BKG005878,2024-11-23,495,0,flight
LOY0005271,CUST0229,BKG006206,2024-12-13,1221,610,flight
LOY0005272,CUST0229,BKG006410,2024-11-27,1368,0,partner_hotel
LOY0005273,CUST0229,BKG006447,2024-12-31,1380,0,flight
LOY0005274,CUST0229,BKG007480,2024-12-27,1162,581,flight
LOY0005275,CUST0229,BKG007883,2024-12-17,1944,972,flight
LOY0005276,CUST0229,BKG008074,2024-12-06,463,0,partner_hotel
LOY0005277,CUST0229,BKG008418,2024-12-11,816,0,partner_hotel
LOY0005278,CUST0229,BKG008525,2024-12-14,1291,1291,flight
LOY0005279,CUST0229,BKG009192,2024-12-02,495,247,flight
LOY0005280,CUST0229,BKG009906,2025-01-24,1888,1888,flight
LOY0005281,CUST0229,BKG009992,2025-01-22,554,277,flight
LOY0005282,CUST0229,BKG010089,2025-01-13,837,837,flight
LOY0005283,CUST0229,BKG010352,2024-12-09,471,0,bonus_campaign
LOY0005284,CUST0229,BKG010778,2025-01-12,840,0,flight
LOY0005285,CUST0229,BKG010877,2025-01-27,2352,0,bonus_campaign
LOY0005286,CUST0229,BKG011099,2024-12-21,1159,579,flight
LOY0005287,CUST0231,BKG000669,2024-11-20,6825,6825,flight
LOY0005288,CUST0231,BKG000696,2024-12-23,18731,0,bonus_campaign
LOY0005289,CUST0231,BKG001327,2024-11-26,661,0,flight
LOY0005290,CUST0231,BKG002263,2024-12-27,789,0,bonus_campaign
LOY0005291,CUST0231,BKG002412,2024-11-18,1253,1253,flight
LOY0005292,CUST0231,BKG002482,2024-11-15,1015,1015,flight
LOY0005293,CUST0231,BKG002681,2024-12-20,840,840,flight
LOY0005294,CUST0231,BKG002986,2024-11-24,3708,0,flight
LOY0005295,CUST0231,BKG003229,2025-01-06,807,403,flight
LOY0005296,CUST0231,BKG003521,2024-11-12,1846,1846,flight
LOY0005297,CUST0231,BKG003606,2024-11-29,1968,0,flight
LOY0005298,CUST0231,BKG003620,2024-12-21,1415,0,flight
LOY0005299,CUST0231,BKG004572,2024-12-11,580,290,flight
LOY0005300,CUST0231,BKG004654,2024-12-19,494,0,flight
LOY0005301,CUST0231,BKG004735,2025-01-04,405,0,partner_hotel
LOY0005302,CUST0231,BKG004954,2024-12-17,925,462,flight
LOY0005303,CUST0231,BKG005064,2024-11-25,1195,0,flight
LOY0005304,CUST0231,BKG005179,2024-11-24,918,918,flight
LOY0005305,CUST0231,BKG005368,2024-12-18,225,112,bonus_campaign
LOY0005306,CUST0231,BKG005404,2025-01-10,2897,1448,flight
LOY0005307,CUST0231,BKG005494,2025-01-13,594,594,flight
LOY0005308,CUST0231,BKG005633,2024-11-25,5347,0,flight
LOY0005309,CUST0231,BKG006553,2025-01-14,1377,1377,partner_hotel
LOY0005310,CUST0231,BKG006682,2024-11-23,1615,0,flight
LOY0005311,CUST0231,BKG006910,2024-12-21,413,0,flight
LOY0005312,CUST0231,BKG007383,2025-01-08,1303,0,flight
LOY0005313,CUST0231,BKG007448,2024-12-23,7974,0,flight
LOY0005314,CUST0231,BKG008034,2025-01-12,447,0,flight
LOY0005315,CUST0231,BKG008334,2024-12-26,4989,2494,flight
LOY0005316,CUST0231,BKG008576,2025-01-07,1001,0,flight
LOY0005317,CUST0231,BKG008773,2024-12-26,892,446,flight
LOY0005318,CUST0231,BKG009662,2025-01-24,903,0,flight
LOY0005319,CUST0231,BKG009690,2024-12-23,1462,1462,flight
LOY0005320,CUST0231,BKG009948,2025-01-02,1156,0,flight
LOY0005321,CUST0231,BKG010180,2025-01-04,1908,0,flight
LOY0005322,CUST0231,BKG010356,2024-12-05,2707,0,partner_hotel
LOY0005323,CUST0231,BKG010693,2024-12-01,643,0,flight
LOY0005324,CUST0231,BKG011060,2024-12-12,1728,0,flight
LOY0005325,CUST0231,BKG011171,2024-12-12,567,0,flight
LOY0005326,CUST0233,BKG000267,2024-12-19,904,0,partner_hotel
LOY0005327,CUST0233,BKG000873,2024-11-26,948,948,flight
LOY0005328,CUST0233,BKG001155,2024-11-21,390,195,flight
LOY0005329,CUST0233,BKG001442,2024-11-15,3082,0,flight
LOY0005330,CUST0233,BKG001541,2024-11-26,949,0,flight
LOY0005331,CUST0233,BKG001660,2024-11-16,629,629,flight
LOY0005332,CUST0233,BKG001815,2024-12-09,7318,0,flight
LOY0005333,CUST0233,BKG002552,2024-11-16,8168,0,flight
LOY0005334,CUST0233,BKG002780,2024-11-19,1530,765,flight
LOY0005335,CUST0233,BKG003281,2024-12-05,888,0,flight
LOY0005336,CUST0233,BKG003602,2024-11-21,1524,762,flight
LOY0005337,CUST0233,BKG003658,2024-12-30,3520,1760,flight
LOY0005338,CUST0233,BKG003676,2024-12-26,4020,2010,flight
LOY0005339,CUST0233,BKG003721,2025-01-05,12489,0,flight
LOY0005340,CUST0233,BKG003733,2024-11-14,740,370,bonus_campaign
LOY0005341,CUST0233,BKG004225,2024-12-24,325,162,bonus_campaign
LOY0005342,CUST0233,BKG004277,2025-01-08,1834,1834,bonus_campaign
LOY0005343,CUST0233,BKG004488,2024-12-12,1512,1512,flight
LOY0005344,CUST0233,BKG004610,2025-01-10,1460,1460,partner_hotel
LOY0005345,CUST0233,BKG005077,2024-11-16,426,0,flight
LOY0005346,CUST0233,BKG005228,2024-12-08,11654,0,flight
LOY0005347,CUST0233,BKG005386,2024-12-30,625,0,bonus_campaign
LOY0005348,CUST0233,BKG005853,2024-12-03,1435,0,flight
LOY0005349,CUST0233,BKG006160,2025-01-04,1685,842,flight
LOY0005350,CUST0233,BKG006441,2024-12-14,1032,1032,partner_hotel
LOY0005351,CUST0233,BKG006459,2024-11-21,1260,0,bonus_campaign
LOY0005352,CUST0233,BKG007243,2024-12-23,1611,0,bonus_campaign
LOY0005353,CUST0233,BKG007273,2025-01-09,1236,618,partner_hotel
LOY0005354,CUST0233,BKG007356,2024-11-23,930,0,flight
LOY0005355,CUST0233,BKG007418,2024-11-23,1515,0,flight
LOY0005356,CUST0233,BKG007581,2024-12-07,2664,0,partner_hotel
LOY0005357,CUST0233,BKG007916,2024-12-29,2164,0,flight
LOY0005358,CUST0233,BKG008141,2024-12-22,1660,0,flight
LOY0005359,CUST0233,BKG008430,2025-01-22,654,0,flight
LOY0005360,CUST0233,BKG008469,2025-01-13,465,0,flight
LOY0005361,CUST0233,BKG009020,2024-12-24,675,337,flight
LOY0005362,CUST0233,BKG009060,2025-01-21,5352,2676,flight
LOY0005363,CUST0233,BKG009566,2024-12-13,1192,0,flight
LOY0005364,CUST0233,BKG010503,2024-12-22,872,0,bonus_campaign
LOY0005365,CUST0233,BKG010678,2024-12-14,938,0,bonus_campaign
LOY0005366,CUST0233,BKG011199,2024-12-30,1020,0,flight
LOY0005367,CUST0233,BKG011369,2024-12-27,10344,10344,flight
LOY0005368,CUST0234,BKG000352,2024-11-25,1390,0,flight
LOY0005369,CUST0234,BKG000411,2024-11-13,400,0,flight
LOY0005370,CUST0234,BKG000515,2024-11-16,3108,3108,bonus_campaign
LOY0005371,CUST0234,BKG001307,2024-11-29,2397,0,partner_hotel
LOY0005372,CUST0234,BKG001363,2024-12-16,2397,0,flight
LOY0005373,CUST0234,BKG001404,2024-12-02,1044,1044,bonus_campaign
LOY0005374,CUST0234,BKG001444,2024-11-06,4831,0,bonus_campaign
LOY0005375,CUST0234,BKG001901,2024-12-07,1219,0,flight
LOY0005376,CUST0234,BKG001937,2024-12-18,2251,2251,flight
LOY0005377,CUST0234,BKG002265,2024-12-06,923,0,flight
LOY0005378,CUST0234,BKG002996,2025-01-03,6082,0,flight
