ticket_id,customer_id,flight_id,category,ticket_text,sentiment_score,sentiment_label,severity,status,created_at,resolution_days
TKT001623,CUST0193,FLT00101,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,closed,2026-05-24,5
TKT001624,CUST0103,FLT00256,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,open,2026-05-24,7
TKT001625,CUST0038,FLT00082,service,Meal not served in business class on this flight.,0.0,neutral,medium,in_progress,2026-05-24,5
TKT001626,CUST0217,FLT00297,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,in_progress,2026-05-24,14
TKT001627,CUST0292,FLT00012,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,open,2026-05-24,1
TKT001628,CUST0146,FLT00189,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,critical,resolved,2026-05-24,3
TKT001629,CUST0291,FLT00185,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,resolved,2026-05-24,3
TKT001630,CUST0025,FLT00426,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,3
TKT001631,CUST0271,FLT00096,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,open,2026-05-24,14
TKT001632,CUST0039,FLT00263,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,closed,2026-05-24,1
TKT001633,CUST0095,FLT00350,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,3
TKT001634,CUST0096,FLT00063,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,in_progress,2026-05-24,30
TKT001635,CUST0173,FLT00057,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,resolved,2026-05-24,1
TKT001636,CUST0006,FLT00133,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,7
TKT001637,CUST0270,FLT00173,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,open,2026-05-24,3
TKT001638,CUST0251,FLT00377,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,critical,closed,2026-05-24,3
TKT001639,CUST0253,FLT00420,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,high,resolved,2026-05-24,1
TKT001640,CUST0019,FLT00039,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,critical,resolved,2026-05-24,3
TKT001641,CUST0107,FLT00296,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,critical,open,2026-05-24,1
TKT001642,CUST0070,FLT00380,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,open,2026-05-24,1
TKT001643,CUST0068,FLT00438,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,in_progress,2026-05-24,7
TKT001644,CUST0267,FLT00411,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,high,resolved,2026-05-24,3
TKT001645,CUST0300,FLT00096,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,in_progress,2026-05-24,3
TKT001646,CUST0224,FLT00248,service,Meal not served in business class on this flight.,0.0,neutral,medium,open,2026-05-24,30
TKT001647,CUST0173,FLT00435,service,Meal not served in business class on this flight.,0.0,neutral,low,closed,2026-05-24,7
TKT001648,CUST0219,FLT00046,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,resolved,2026-05-24,14
TKT001649,CUST0062,FLT00056,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,open,2026-05-24,1
TKT001650,CUST0159,FLT00095,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,resolved,2026-05-24,7
TKT001651,CUST0057,FLT00332,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,resolved,2026-05-24,30
TKT001652,CUST0280,FLT00400,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,resolved,2026-05-24,1
TKT001653,CUST0003,FLT00205,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,resolved,2026-05-24,3
TKT001654,CUST0127,FLT00440,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,high,closed,2026-05-24,7
TKT001655,CUST0047,FLT00345,service,Meal not served in business class on this flight.,0.0,neutral,medium,resolved,2026-05-24,3
TKT001656,CUST0179,FLT00227,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,in_progress,2026-05-24,3
TKT001657,CUST0126,FLT00050,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,critical,resolved,2026-05-24,7
TKT001658,CUST0188,FLT00388,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,resolved,2026-05-24,5
TKT001659,CUST0172,FLT00356,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,critical,closed,2026-05-24,1
TKT001660,CUST0205,FLT00103,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,closed,2026-05-24,5
TKT001661,CUST0054,FLT00475,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,3
TKT001662,CUST0135,FLT00251,service,Meal not served in business class on this flight.,0.0,neutral,medium,in_progress,2026-05-24,5
TKT001663,CUST0273,FLT00254,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,critical,resolved,2026-05-24,7
TKT001664,CUST0114,FLT00141,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,high,in_progress,2026-05-24,1
TKT001665,CUST0049,FLT00061,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,critical,closed,2026-05-24,7
TKT001666,CUST0027,FLT00052,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,high,resolved,2026-05-24,3
TKT001667,CUST0151,FLT00261,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,resolved,2026-05-24,7
TKT001668,CUST0172,FLT00091,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,resolved,2026-05-24,7
TKT001669,CUST0290,FLT00324,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,5
TKT001670,CUST0211,FLT00262,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,resolved,2026-05-24,7
TKT001671,CUST0154,FLT00023,service,Meal not served in business class on this flight.,0.0,neutral,medium,resolved,2026-05-24,1
TKT001672,CUST0266,FLT00029,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,3
TKT001673,CUST0057,FLT00060,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,closed,2026-05-24,3
TKT001674,CUST0271,FLT00083,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,open,2026-05-24,3
TKT001675,CUST0014,FLT00124,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,critical,resolved,2026-05-24,14
TKT001676,CUST0033,FLT00063,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,closed,2026-05-24,3
TKT001677,CUST0195,FLT00122,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,in_progress,2026-05-24,5
TKT001678,CUST0082,FLT00027,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,open,2026-05-24,14
TKT001679,CUST0202,FLT00321,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,resolved,2026-05-24,14
TKT001680,CUST0008,FLT00144,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,closed,2026-05-24,14
TKT001681,CUST0275,FLT00036,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,resolved,2026-05-24,3
TKT001682,CUST0295,FLT00425,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,resolved,2026-05-24,14
TKT001683,CUST0294,FLT00055,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,critical,open,2026-05-24,3
TKT001684,CUST0004,FLT00005,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,critical,closed,2026-05-24,1
TKT001685,CUST0006,FLT00392,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,closed,2026-05-24,3
TKT001686,CUST0271,FLT00380,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,1
TKT001687,CUST0300,FLT00356,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,resolved,2026-05-24,14
TKT001688,CUST0277,FLT00395,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,high,resolved,2026-05-24,14
TKT001689,CUST0090,FLT00251,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,resolved,2026-05-24,30
TKT001690,CUST0031,FLT00473,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,resolved,2026-05-24,14
TKT001691,CUST0296,FLT00331,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,in_progress,2026-05-24,14
TKT001692,CUST0129,FLT00369,service,Meal not served in business class on this flight.,0.0,neutral,high,resolved,2026-05-24,5
TKT001693,CUST0121,FLT00420,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,resolved,2026-05-24,7
TKT001694,CUST0285,FLT00406,service,Meal not served in business class on this flight.,0.0,neutral,medium,resolved,2026-05-24,1
TKT001695,CUST0042,FLT00474,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,closed,2026-05-24,14
TKT001696,CUST0287,FLT00024,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,high,resolved,2026-05-24,7
TKT001697,CUST0267,FLT00301,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,open,2026-05-24,5
TKT001698,CUST0236,FLT00456,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,resolved,2026-05-24,1
TKT001699,CUST0275,FLT00026,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,high,resolved,2026-05-24,3
TKT001700,CUST0141,FLT00031,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,in_progress,2026-05-24,7
TKT001701,CUST0246,FLT00405,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,open,2026-05-24,3
TKT001702,CUST0063,FLT00366,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,high,closed,2026-05-24,1
TKT001703,CUST0166,FLT00374,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,critical,resolved,2026-05-24,30
TKT001704,CUST0143,FLT00070,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,closed,2026-05-24,3
TKT001705,CUST0190,FLT00306,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,critical,in_progress,2026-05-24,30
TKT001706,CUST0183,FLT00193,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,3
TKT001707,CUST0290,FLT00099,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,critical,closed,2026-05-24,7
TKT001708,CUST0169,FLT00217,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,high,open,2026-05-24,14
TKT001709,CUST0150,FLT00162,service,Meal not served in business class on this flight.,0.0,neutral,medium,resolved,2026-05-24,1
TKT001710,CUST0025,FLT00204,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,in_progress,2026-05-24,3
TKT001711,CUST0176,FLT00149,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,open,2026-05-24,5
TKT001712,CUST0288,FLT00077,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,5
TKT001713,CUST0129,FLT00370,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,resolved,2026-05-24,3
TKT001714,CUST0102,FLT00320,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,closed,2026-05-24,5
TKT001715,CUST0071,FLT00102,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,resolved,2026-05-24,14
TKT001716,CUST0226,FLT00370,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,in_progress,2026-05-24,14
TKT001717,CUST0018,FLT00272,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,high,resolved,2026-05-24,1
TKT001718,CUST0112,FLT00128,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,in_progress,2026-05-24,7
TKT001719,CUST0132,FLT00072,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,closed,2026-05-24,3
TKT001720,CUST0166,FLT00355,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,open,2026-05-24,5
TKT001721,CUST0153,FLT00376,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,high,closed,2026-05-24,7
TKT001722,CUST0210,FLT00280,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,3
TKT001723,CUST0244,FLT00214,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,closed,2026-05-24,14
TKT001724,CUST0277,FLT00204,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,critical,open,2026-05-24,1
TKT001725,CUST0105,FLT00219,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,closed,2026-05-24,3
TKT001726,CUST0204,FLT00135,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,open,2026-05-24,7
TKT001727,CUST0114,FLT00126,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,open,2026-05-24,1
TKT001728,CUST0237,FLT00043,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,critical,resolved,2026-05-24,5
TKT001729,CUST0061,FLT00206,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,resolved,2026-05-24,7
TKT001730,CUST0061,FLT00142,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,in_progress,2026-05-24,3
TKT001731,CUST0290,FLT00219,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,high,resolved,2026-05-24,3
TKT001732,CUST0109,FLT00343,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,in_progress,2026-05-24,5
TKT001733,CUST0191,FLT00076,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,closed,2026-05-24,3
TKT001734,CUST0029,FLT00131,service,Meal not served in business class on this flight.,0.0,neutral,low,closed,2026-05-24,3
TKT001735,CUST0146,FLT00052,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,closed,2026-05-24,3
TKT001736,CUST0089,FLT00454,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,open,2026-05-24,5
TKT001737,CUST0211,FLT00291,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,in_progress,2026-05-24,5
TKT001738,CUST0104,FLT00317,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,critical,resolved,2026-05-24,5
TKT001739,CUST0174,FLT00448,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,closed,2026-05-24,3
TKT001740,CUST0277,FLT00380,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,closed,2026-05-24,3
TKT001741,CUST0291,FLT00215,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,resolved,2026-05-24,5
TKT001742,CUST0132,FLT00163,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,resolved,2026-05-24,7
TKT001743,CUST0099,FLT00444,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,open,2026-05-24,5
TKT001744,CUST0203,FLT00052,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,resolved,2026-05-24,3
TKT001745,CUST0065,FLT00022,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,closed,2026-05-24,5
TKT001746,CUST0274,FLT00233,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,closed,2026-05-24,3
TKT001747,CUST0073,FLT00356,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,resolved,2026-05-24,1
TKT001748,CUST0210,FLT00062,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,5
TKT001749,CUST0006,FLT00436,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,1
TKT001750,CUST0298,FLT00021,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,open,2026-05-24,5
TKT001751,CUST0038,FLT00018,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,high,closed,2026-05-24,30
TKT001752,CUST0038,FLT00132,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,in_progress,2026-05-24,7
TKT001753,CUST0018,FLT00315,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,in_progress,2026-05-24,7
TKT001754,CUST0142,FLT00317,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,closed,2026-05-24,1
TKT001755,CUST0045,FLT00437,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,resolved,2026-05-24,1
TKT001756,CUST0230,FLT00461,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,5
TKT001757,CUST0284,FLT00189,service,Meal not served in business class on this flight.,0.0,neutral,critical,in_progress,2026-05-24,5
TKT001758,CUST0287,FLT00398,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,resolved,2026-05-24,30
TKT001759,CUST0043,FLT00335,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,high,closed,2026-05-24,30
TKT001760,CUST0216,FLT00425,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,closed,2026-05-24,5
TKT001761,CUST0196,FLT00324,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,high,resolved,2026-05-24,14
TKT001762,CUST0024,FLT00094,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,resolved,2026-05-24,1
TKT001763,CUST0208,FLT00382,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,open,2026-05-24,3
TKT001764,CUST0078,FLT00299,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,in_progress,2026-05-24,3
TKT001765,CUST0065,FLT00042,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,resolved,2026-05-24,7
TKT001766,CUST0063,FLT00247,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,in_progress,2026-05-24,30
TKT001767,CUST0125,FLT00424,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,critical,resolved,2026-05-24,5
TKT001768,CUST0086,FLT00426,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,closed,2026-05-24,7
TKT001769,CUST0108,FLT00205,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,closed,2026-05-24,1
TKT001770,CUST0086,FLT00125,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,resolved,2026-05-24,3
TKT001771,CUST0245,FLT00326,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,high,open,2026-05-24,1
TKT001772,CUST0116,FLT00306,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,resolved,2026-05-24,1
TKT001773,CUST0234,FLT00328,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,high,closed,2026-05-24,14
TKT001774,CUST0118,FLT00214,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,closed,2026-05-24,30
TKT001775,CUST0292,FLT00290,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,closed,2026-05-24,30
TKT001776,CUST0254,FLT00320,service,Meal not served in business class on this flight.,0.0,neutral,high,resolved,2026-05-24,30
TKT001777,CUST0029,FLT00161,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,in_progress,2026-05-24,1
TKT001778,CUST0149,FLT00230,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,closed,2026-05-24,5
TKT001779,CUST0270,FLT00457,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,closed,2026-05-24,7
TKT001780,CUST0124,FLT00262,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,closed,2026-05-24,5
TKT001781,CUST0290,FLT00268,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,1
TKT001782,CUST0176,FLT00116,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,high,resolved,2026-05-24,3
TKT001783,CUST0188,FLT00315,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,closed,2026-05-24,5
TKT001784,CUST0132,FLT00118,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,resolved,2026-05-24,7
TKT001785,CUST0289,FLT00416,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,5
TKT001786,CUST0241,FLT00154,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,closed,2026-05-24,5
TKT001787,CUST0148,FLT00452,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,high,in_progress,2026-05-24,5
TKT001788,CUST0179,FLT00404,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,closed,2026-05-24,3
TKT001789,CUST0215,FLT00113,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,resolved,2026-05-24,3
TKT001790,CUST0116,FLT00361,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,critical,resolved,2026-05-24,30
TKT001791,CUST0177,FLT00017,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,resolved,2026-05-24,14
TKT001792,CUST0030,FLT00311,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,resolved,2026-05-24,7
TKT001793,CUST0282,FLT00180,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,resolved,2026-05-24,1
TKT001794,CUST0079,FLT00471,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,resolved,2026-05-24,3
TKT001795,CUST0135,FLT00384,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,open,2026-05-24,3
TKT001796,CUST0156,FLT00470,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,critical,in_progress,2026-05-24,5
TKT001797,CUST0024,FLT00312,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,closed,2026-05-24,30
TKT001798,CUST0064,FLT00084,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,open,2026-05-24,3
TKT001799,CUST0020,FLT00051,service,Meal not served in business class on this flight.,0.0,neutral,critical,open,2026-05-24,14
TKT001800,CUST0134,FLT00038,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,resolved,2026-05-24,30
TKT001801,CUST0060,FLT00353,service,Meal not served in business class on this flight.,0.0,neutral,high,resolved,2026-05-24,7
TKT001802,CUST0150,FLT00013,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,closed,2026-05-24,5
TKT001803,CUST0181,FLT00268,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,closed,2026-05-24,7
TKT001804,CUST0279,FLT00061,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,critical,resolved,2026-05-24,3
TKT001805,CUST0120,FLT00161,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,resolved,2026-05-24,7
TKT001806,CUST0266,FLT00094,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,critical,resolved,2026-05-24,5
TKT001807,CUST0210,FLT00103,service,Meal not served in business class on this flight.,0.0,neutral,medium,resolved,2026-05-24,14
TKT001808,CUST0006,FLT00385,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,high,in_progress,2026-05-24,5
TKT001809,CUST0167,FLT00040,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,in_progress,2026-05-24,3
TKT001810,CUST0090,FLT00125,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,in_progress,2026-05-24,5
TKT001811,CUST0176,FLT00443,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,closed,2026-05-24,1
TKT001812,CUST0180,FLT00247,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,resolved,2026-05-24,14
TKT001813,CUST0188,FLT00152,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,high,in_progress,2026-05-24,3
TKT001814,CUST0079,FLT00166,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,resolved,2026-05-24,3
TKT001815,CUST0067,FLT00441,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,30
TKT001816,CUST0270,FLT00098,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,closed,2026-05-24,7
TKT001817,CUST0178,FLT00089,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,closed,2026-05-24,5
TKT001818,CUST0072,FLT00275,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,3
TKT001819,CUST0227,FLT00428,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,resolved,2026-05-24,30
TKT001820,CUST0292,FLT00180,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,14
TKT001821,CUST0201,FLT00472,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,closed,2026-05-24,14
TKT001822,CUST0045,FLT00250,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,in_progress,2026-05-24,5
TKT001823,CUST0061,FLT00157,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,critical,in_progress,2026-05-24,5
TKT001824,CUST0272,FLT00145,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,resolved,2026-05-24,3
TKT001825,CUST0192,FLT00139,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,closed,2026-05-24,7
TKT001826,CUST0250,FLT00292,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,open,2026-05-24,14
TKT001827,CUST0173,FLT00060,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,high,in_progress,2026-05-24,7
TKT001828,CUST0102,FLT00158,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,critical,in_progress,2026-05-24,1
TKT001829,CUST0210,FLT00076,service,Meal not served in business class on this flight.,0.0,neutral,critical,resolved,2026-05-24,3
